timestamp,close,position,active_position,turnover,order_count,strategy_log_return,equity,drawdown
2024-01-01 05:00:00+00:00,42389.3,0.0,0.0,0.0,0,-0.0,1.0,0.0
2024-01-01 05:15:00+00:00,42326.3,0.0,0.0,0.0,0,-0.0,1.0,0.0
2024-01-01 05:30:00+00:00,42335.7,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 05:45:00+00:00,42272.6,0.0,0.0,0.0,0,-0.0,1.0,0.0
2024-01-01 06:00:00+00:00,42308.2,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 06:15:00+00:00,42349.6,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 06:30:00+00:00,42405.9,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 06:45:00+00:00,42423.3,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 07:00:00+00:00,42482.2,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 07:15:00+00:00,42524.9,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 07:30:00+00:00,42475.4,0.0,0.0,0.0,0,-0.0,1.0,0.0
2024-01-01 07:45:00+00:00,42527.0,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 08:00:00+00:00,42551.9,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 08:15:00+00:00,42519.9,0.0,0.0,0.0,0,-0.0,1.0,0.0
2024-01-01 08:30:00+00:00,42530.4,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 08:45:00+00:00,42588.2,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 09:00:00+00:00,42609.0,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 09:15:00+00:00,42622.9,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 09:30:00+00:00,42675.2,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 09:45:00+00:00,42688.8,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 10:00:00+00:00,42700.0,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 10:15:00+00:00,42703.7,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 10:30:00+00:00,42755.8,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 10:45:00+00:00,42727.7,0.0,0.0,0.0,0,-0.0,1.0,0.0
2024-01-01 11:00:00+00:00,42730.0,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 11:15:00+00:00,42715.0,0.0,0.0,0.0,0,-0.0,1.0,0.0
2024-01-01 11:30:00+00:00,42647.2,0.0,0.0,0.0,0,-0.0,1.0,0.0
2024-01-01 11:45:00+00:00,42727.6,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 12:00:00+00:00,42669.0,0.0,0.0,0.0,0,-0.0,1.0,0.0
2024-01-01 12:15:00+00:00,42724.1,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 12:30:00+00:00,42789.9,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 12:45:00+00:00,42682.0,0.0,0.0,0.0,0,-0.0,1.0,0.0
2024-01-01 13:00:00+00:00,42742.6,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 13:15:00+00:00,42752.7,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 13:30:00+00:00,42777.1,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 13:45:00+00:00,42753.9,0.0,0.0,0.0,0,-0.0,1.0,0.0
2024-01-01 14:00:00+00:00,42686.3,0.0,0.0,0.0,0,-0.0,1.0,0.0
2024-01-01 14:15:00+00:00,42658.3,0.0,0.0,0.0,0,-0.0,1.0,0.0
2024-01-01 14:30:00+00:00,42677.2,0.0,0.0,0.0,0,0.0,1.0,0.0
2024-01-01 14:45:00+00:00,42645.6,0.0,0.0,0.0,0,-0.0,1.0,0.0
2024-01-01 15:00:00+00:00,42681.4,6.0,0.0,6.0,1,-0.006,0.9940179640539353,-0.005982035946064723
2024-01-01 15:15:00+00:00,42715.0,6.0,6.0,0.0,0,0.0047215107522902144,0.9987223276714906,-0.0012776723285093938
2024-01-01 15:30:00+00:00,42885.6,6.0,6.0,0.0,0,0.023915751881052216,1.0228954298490198,0.0
2024-01-01 15:45:00+00:00,42818.0,6.0,6.0,0.0,0,-0.00946518195536683,1.0132592146911046,-0.00942052811726568
2024-01-01 16:00:00+00:00,42880.0,6.0,6.0,0.0,0,0.008681651028101811,1.022094273550731,-0.0007832240470632135
2024-01-01 16:15:00+00:00,42753.0,6.0,6.0,0.0,0,-0.01779689042016841,1.004065081405703,-0.018408869463906186
2024-01-01 16:30:00+00:00,42808.0,6.0,6.0,0.0,0,0.0077137958989084154,1.0118401837358957,-0.010807796956093463
2024-01-01 16:45:00+00:00,42759.7,6.0,6.0,0.0,0,-0.006773584676899702,1.0050095585973189,-0.017485532469668885
2024-01-01 17:00:00+00:00,42810.1,6.0,6.0,0.0,0,0.007067914964594024,1.0121380427805942,-0.010516604879164837
2024-01-01 17:15:00+00:00,42765.9,6.0,6.0,0.0,0,-0.006197999990245506,1.0058842118435263,-0.01663045655410189
2024-01-01 17:30:00+00:00,42767.0,6.0,6.0,0.0,0,0.00015432658077330075,1.006039458493628,-0.016478684783917452
2024-01-01 17:45:00+00:00,42847.0,6.0,6.0,0.0,0,0.011213122613234816,1.017383786099839,-0.005388276834900285
2024-01-01 18:00:00+00:00,43148.5,6.0,6.0,0.0,0,0.04207214126649461,1.0611004796654413,0.0
2024-01-01 18:15:00+00:00,43096.2,6.0,6.0,0.0,0,-0.0072769697956083235,1.0534069104109476,-0.007250556758695903
2024-01-01 18:30:00+00:00,43183.1,6.0,6.0,0.0,0,0.012086333021013473,1.0662159886009521,0.0
2024-01-01 18:45:00+00:00,43148.0,6.0,6.0,0.0,0,-0.0048788909582775375,1.061026706319417,-0.004867008502043135
2024-01-01 19:00:00+00:00,43219.8,6.0,6.0,0.0,0,0.009975942405450411,1.0716644200204566,0.0
2024-01-01 19:15:00+00:00,43300.4,6.0,6.0,0.0,0,0.011178895561833713,1.0837116565895404,0.0
2024-01-01 19:30:00+00:00,43425.9,0.25,6.0,5.75,0,0.011614986759631052,1.0963723376181542,0.0
2024-01-01 19:45:00+00:00,43556.2,0.25,0.25,0.0,0,0.0007490052405372261,1.0971938338586993,0.0
2024-01-01 20:00:00+00:00,43692.3,0.25,0.25,0.0,0,0.0007799567350272874,1.0980499313951682,0.0
2024-01-01 20:15:00+00:00,43750.5,0.25,0.25,0.0,0,0.0003327890266215938,1.0984154111734759,0.0
2024-01-01 20:30:00+00:00,43868.5,0.25,0.25,0.0,0,0.0006733703382786338,1.0991553006123118,0.0
2024-01-01 20:45:00+00:00,43753.3,0.25,0.25,0.0,0,-0.0006573710331001514,1.0984329851974377,-0.0006571550121003966
2024-01-01 21:00:00+00:00,43781.1,0.25,0.25,0.0,0,0.0001587947191881156,1.098607424404515,-0.0004984520453948926
2024-01-01 21:15:00+00:00,43706.7,0.25,0.25,0.0,0,-0.00042520224497044623,1.0981403933596778,-0.0009233520068261392
2024-01-01 21:30:00+00:00,43540.1,0.25,0.25,0.0,0,-0.0009547639712343958,1.0970924288357342,-0.001876779173451082
2024-01-01 21:45:00+00:00,43679.8,0.25,0.25,0.0,0,0.0008008500322986833,1.097971387252763,-0.0010771119958110642
2024-01-01 22:00:00+00:00,43571.3,0.25,0.25,0.0,0,-0.0006217689858791786,1.097288914888848,-0.0016980182167378732
2024-01-01 22:15:00+00:00,43528.4,0.25,0.25,0.0,0,-0.0002462695248612867,1.097018719340973,-0.0019438393010965394
2024-01-01 22:30:00+00:00,43505.0,0.25,0.25,0.0,0,-0.00013443115265987515,1.096871255762114,-0.002078000123299506
2024-01-01 22:45:00+00:00,43583.9,0.25,0.25,0.0,0,0.0004529855216142131,1.0973682351137763,-0.0016258535054508583
2024-01-01 23:00:00+00:00,43733.8,0.25,0.25,0.0,0,0.0008583606030523327,1.09831057715062,-0.0007685205732267386
2024-01-01 23:15:00+00:00,44059.2,0.25,0.25,0.0,0,0.0018532314085364376,1.1003478880296886,0.0
2024-01-01 23:30:00+00:00,44139.9,0.25,0.25,0.0,0,0.00045748778910503773,1.1008513989184896,0.0
2024-01-01 23:45:00+00:00,44230.2,0.25,0.25,0.0,0,0.0005109195951407131,1.1014139891764905,0.0
2024-01-02 00:00:00+00:00,44744.5,0.25,0.25,0.0,0,0.002890179612926591,1.1046018779999707,0.0
2024-01-02 00:15:00+00:00,44679.4,0.25,0.25,0.0,0,-0.0003639967139679179,1.1041998797136021,-0.000363930475201113
2024-01-02 00:30:00+00:00,44797.8,0.25,0.25,0.0,0,0.0006616214471675264,1.1049306837671395,0.0
2024-01-02 00:45:00+00:00,45179.8,0.25,0.25,0.0,0,0.0021227633050693306,1.107278681317108,0.0
2024-01-02 01:00:00+00:00,44937.6,0.25,0.25,0.0,0,-0.0013438058752099913,1.1057917130417774,-0.0013429033724029482
2024-01-02 01:15:00+00:00,45002.5,0.25,0.25,0.0,0,0.0003607957477496093,1.1061907499708243,-0.000982527131281552
2024-01-02 01:30:00+00:00,44878.3,0.25,0.25,0.0,0,-0.0006909155183949522,1.105426729582529,-0.001672525413725201
2024-01-02 01:45:00+00:00,44926.3,0.25,0.25,0.0,0,0.00026724691480684015,1.105722190944365,-0.001405689822269074
2024-01-02 02:00:00+00:00,45035.0,0.25,0.25,0.0,0,0.0006041489668340283,1.1063904136963474,-0.0008022078233314023
2024-01-02 02:15:00+00:00,45167.3,0.25,0.25,0.0,0,0.000733352114462793,1.1072020850297204,-6.917525703331595e-05
2024-01-02 02:30:00+00:00,45330.1,0.25,0.25,0.0,0,0.0008994743253323279,1.108198432905651,0.0
2024-01-02 02:45:00+00:00,45420.0,0.25,0.25,0.0,0,0.0004953164206313865,1.1087474777510258,0.0
2024-01-02 03:00:00+00:00,45286.0,0.25,0.25,0.0,0,-0.0007386506817708138,1.1079288030652035,-0.0007383779465121032
2024-01-02 03:15:00+00:00,45353.8,0.25,0.25,0.0,0,0.0003740079559162446,1.1083432547514214,-0.00036457625177588326
2024-01-02 03:30:00+00:00,45458.8,0.25,0.25,0.0,0,0.00057811386740525,1.108984188605362,0.0
2024-01-02 03:45:00+00:00,45435.0,0.25,0.25,0.0,0,-0.00013092202407616327,1.1088390076546206,-0.00013091345416194056
2024-01-02 04:00:00+00:00,45419.1,0.25,0.25,0.0,0,-8.7502931416239e-05,1.108741985235917,-0.0002184011024985999
2024-01-02 04:15:00+00:00,45400.8,0.25,0.25,0.0,0,-0.00010074884605471013,1.1086302863871915,-0.000319122871008215
2024-01-02 04:30:00+00:00,45256.1,0.25,0.25,0.0,0,-0.0007980645868137515,1.1077458807690992,-0.0011166145099147373
2024-01-02 04:45:00+00:00,45211.7,0.25,0.25,0.0,0,-0.0002453911975579537,1.1074740830305776,-0.0013617016277602811
2024-01-02 05:00:00+00:00,45344.0,0.25,0.25,0.0,0,0.0007304901520823748,1.108283377496749,-0.000631939675798443
2024-01-02 05:15:00+00:00,45294.3,0.25,0.25,0.0,0,-0.0002741666877086324,1.1079795647636668,-0.0009058955501959343
2024-01-02 05:30:00+00:00,45280.6,0.25,0.25,0.0,0,-7.56280167268919e-05,1.107895773635128,-0.0009814521987032698
2024-01-02 05:45:00+00:00,45218.2,0.25,0.25,0.0,0,-0.0003447560072005196,1.1075138857446698,-0.0013258104811586513
2024-01-02 06:00:00+00:00,45280.0,0.25,0.25,0.0,0,0.00034144330830043756,1.1078921035160962,-0.0009847616408662496
2024-01-02 06:15:00+00:00,45283.4,0.25,0.25,0.0,0,1.8771380058790754e-05,1.1079129003750279,-0.0009660085701324039
2024-01-02 06:30:00+00:00,45325.8,0.25,0.25,0.0,0,0.0002339718433379545,1.1081721511260918,-0.0007322353984968721
2024-01-02 06:45:00+00:00,45202.9,0.25,0.25,0.0,0,-0.0006787906791032583,1.10742018944023,-0.0014102988854139964
2024-01-02 07:00:00+00:00,45377.1,0.25,0.25,0.0,0,0.0009615821084292264,1.1084855770276385,-0.00044961107908170206
2024-01-02 07:15:00+00:00,45502.6,0.25,0.25,0.0,0,0.0006904736689095081,1.109251221429173,0.0
2024-01-02 07:30:00+00:00,45574.1,0.25,0.25,0.0,0,0.00039252637990117023,1.1096867172617313,0.0
2024-01-02 07:45:00+00:00,45495.5,0.25,0.25,0.0,0,-0.00043153818352337225,1.1092079483824402,-0.0004314450843140305
2024-01-02 08:00:00+00:00,45699.5,0.25,0.25,0.0,0,0.0011184842385754123,1.1104492740622034,0.0
2024-01-02 08:15:00+00:00,45784.3,0.25,0.25,0.0,0,0.00046347016787251505,1.1109640534568985,0.0
2024-01-02 08:30:00+00:00,45710.0,0.25,0.25,0.0,0,-0.0004060363122766475,1.110513053276982,-0.0004059538906890925
2024-01-02 08:45:00+00:00,45816.8,0.25,0.25,0.0,0,0.0005834359361007735,1.1111611555444652,0.0
2024-01-02 09:00:00+00:00,45734.7,0.25,0.25,0.0,0,-0.00044838163223870353,1.110663042972471,-0.0004482811242172424
2024-01-02 09:15:00+00:00,45879.9,0.25,0.25,0.0,0,0.0007924507751848608,1.1115435375900873,0.0
2024-01-02 09:30:00+00:00,45708.2,0.25,0.25,0.0,0,-0.0009373499458251722,1.1105021204777332,-0.0009369107705955448
2024-01-02 09:45:00+00:00,45730.5,0.25,0.25,0.0,0,0.00012193961879436443,1.1106375429394884,-0.0008150779703719468
2024-01-02 10:00:00+00:00,45750.5,0.25,0.25,0.0,0,0.00010931231796051932,1.1107589559395685,-0.0007058487805342573
2024-01-02 10:15:00+00:00,45712.0,0.25,0.25,0.0,0,-0.00021046878378561118,1.1105252004530122,-0.0009161468738174694
2024-01-02 10:30:00+00:00,45656.0,0.25,0.25,0.0,0,-0.00030645306350240986,1.1101849287445535,-0.0012222722723748136
2024-01-02 10:45:00+00:00,45655.7,0.25,0.25,0.0,0,-1.6427248645811687e-06,1.1101831050176647,-0.0012239129880347033
2024-01-02 11:00:00+00:00,45616.0,0.25,0.25,0.0,0,-0.00021748254115827592,1.1099416858280156,-0.0014411057308152397
2024-01-02 11:15:00+00:00,45558.0,0.25,0.25,0.0,0,-0.00031807317779097843,1.1095886992895925,-0.0017586700245075804
2024-01-02 11:30:00+00:00,45307.9,0.25,0.25,0.0,0,-0.001376207309715216,1.1080627254798512,-0.0031315121653109346
2024-01-02 11:45:00+00:00,45486.8,0.25,0.25,0.0,0,0.0009851909391223046,1.109154916757108,-0.00214892242381981
2024-01-02 12:00:00+00:00,45435.9,0.25,0.25,0.0,0,-0.00027990812699840717,1.1088444987280988,-0.0024281899635171245
2024-01-02 12:15:00+00:00,45510.4,0.25,0.25,0.0,0,0.0004095824495551348,1.1092987549954105,-0.002019518371312423
2024-01-02 12:30:00+00:00,45508.0,0.25,0.25,0.0,0,-1.3184147384048828e-05,1.1092841299335414,-0.002032675806333595
2024-01-02 12:45:00+00:00,45355.1,0.25,0.25,0.0,0,-0.0008413764461048245,1.108351196923544,-0.002871988868258346
2024-01-02 13:00:00+00:00,45525.0,0.25,0.25,0.0,0,0.0009347491801552366,1.1093877116613713,-0.0019394885182725252
2024-01-02 13:15:00+00:00,45569.9,0.25,0.25,0.0,0,0.00024644630838821513,1.1096611498600149,-0.001693489878186516
2024-01-02 13:30:00+00:00,45715.0,0.25,0.25,0.0,0,0.0007947651922912691,1.1105434204697062,-0.0008997552381523333
2024-01-02 13:45:00+00:00,45686.3,0.25,0.25,0.0,0,-0.0001569999603026062,1.1103690788829472,-0.0010566016241579934
2024-01-02 14:00:00+00:00,45815.3,0.25,0.25,0.0,0,0.0007049061735830975,1.1111520608335916,-0.0003521920134090806
2024-01-02 14:15:00+00:00,45679.1,0.25,0.25,0.0,0,-0.0007443083981395482,1.110325328733093,-0.0010959614408225793
2024-01-02 14:30:00+00:00,45558.5,0.25,0.25,0.0,0,-0.0006609121142937546,1.1095917437168408,-0.0017559311059269778
2024-01-02 14:45:00+00:00,45293.6,0.25,0.25,0.0,0,-0.0014578680662502563,1.1079752839259551,-0.0032101789479774823
2024-01-02 15:00:00+00:00,45141.6,0.25,0.25,0.0,0,-0.0008403815280524363,1.1070445531030773,-0.004047510812544619
2024-01-02 15:15:00+00:00,45041.2,0.25,0.25,0.0,0,-0.0005566473955092022,1.1064284911164375,-0.004601750899240198
2024-01-02 15:30:00+00:00,45314.9,0.25,0.25,0.0,0,0.0015145675672449954,1.1081055214918858,-0.003093010738612567
2024-01-02 15:45:00+00:00,45215.0,0.25,0.25,0.0,0,-0.000551751634267017,1.107494291098653,-0.0036429040829236703
2024-01-02 16:00:00+00:00,45123.5,0.25,0.25,0.0,0,-0.000506428772280465,1.1069335661201196,-0.004147360237424791
2024-01-02 16:15:00+00:00,45229.8,0.25,0.25,0.0,0,0.0005882466331863512,1.1075849076194906,-0.0035613809416582543
2024-01-02 16:30:00+00:00,45279.0,0.25,0.25,0.0,0,0.0002717968023335793,1.107885986569989,-0.0032905153027367184
2024-01-02 16:45:00+00:00,45393.4,0.25,0.25,0.0,0,0.0006308427961680962,1.108585108958568,-0.0026615499361665185
2024-01-02 17:00:00+00:00,45276.1,0.25,0.25,0.0,0,-0.0006468551466651817,1.107868246853289,-0.0033064748365742025
2024-01-02 17:15:00+00:00,45236.0,0.25,0.25,0.0,0,-0.00022151735858289,1.1076228619850954,-0.003527235301544862
2024-01-02 17:30:00+00:00,45096.2,0.25,0.25,0.0,0,-0.0007738110641235529,1.1067661026872784,-0.004298018693146943
2024-01-02 17:45:00+00:00,45001.2,0.25,0.25,0.0,0,-0.0005272074177873343,1.1061827611726842,-0.004822821811393596
2024-01-02 18:00:00+00:00,45053.3,0.25,0.25,0.0,0,0.0002892693081006925,1.1065027921799842,-0.0045349059570188865
2024-01-02 18:15:00+00:00,45157.0,0.25,0.25,0.0,0,0.0005747683228944922,1.107138957740516,-0.003962579692668444
2024-01-02 18:30:00+00:00,45111.6,0.25,0.25,0.0,0,-0.00025147174005146766,1.1068605785840466,-0.004213023464824106
2024-01-02 18:45:00+00:00,45189.0,0.25,0.25,0.0,0,0.00042856868589380426,1.1073350460313611,-0.003786168887140895
2024-01-02 19:00:00+00:00,45161.6,0.25,0.25,0.0,0,-0.00015163153780939354,1.1071671518448096,-0.003937214870382899
2024-01-02 19:15:00+00:00,44902.2,0.25,0.25,0.0,0,-0.0014400942292160934,1.105573874328893,-0.005370606781752385
2024-01-02 19:30:00+00:00,44990.0,-0.25,0.25,0.5,2,-1.1637116901052746e-05,1.1055610087113341,-0.005382181332927116
2024-01-02 19:45:00+00:00,45073.2,-0.25,-0.25,0.0,0,-0.0004618979986696914,1.1050504702114357,-0.005841487228407716
2024-01-02 20:00:00+00:00,45130.0,-0.25,-0.25,0.0,0,-0.00031484474778720184,1.10470260563939,-0.006154443545710264
2024-01-02 20:15:00+00:00,44987.6,-0.25,-0.25,0.0,0,0.0007900793991382216,1.1055757532928467,-0.00536891637207404
2024-01-02 20:30:00+00:00,44867.8,-0.25,-0.25,0.0,0,0.0006666269972877004,1.1063130056463975,-0.004705647387442946
2024-01-02 20:45:00+00:00,44825.2,-0.25,-0.25,0.0,0,0.00023747674402230246,1.106575760454691,-0.004469260058105107
2024-01-02 21:00:00+00:00,44883.9,-0.25,-0.25,0.0,0,-0.00032716863939974417,1.10621378278585,-0.00479491322111647
2024-01-02 21:15:00+00:00,44844.3,-0.25,-0.25,0.0,0,0.0002206664268924463,1.1064579139634632,-0.004575280638714485
2024-01-02 21:30:00+00:00,44980.0,-0.25,-0.25,0.0,0,-0.000755364101006073,1.1056224509550878,-0.005326904826271406
2024-01-02 21:45:00+00:00,45155.0,-0.25,-0.25,0.0,0,-0.0009707672928982447,1.1045496696361632,-0.006292032401256531
2024-01-02 22:00:00+00:00,45193.0,-0.25,-0.25,0.0,0,-0.00021029797140359463,1.1043174095040973,-0.00650098519906539
2024-01-02 22:15:00+00:00,45098.6,-0.25,-0.25,0.0,0,0.0005227509225411708,1.1048948433625856,-0.005981496902871308
2024-01-02 22:30:00+00:00,44956.6,-0.25,-0.25,0.0,0,0.0007884059870311155,1.1057662925548728,-0.005197497749606872
2024-01-02 22:45:00+00:00,45006.7,-0.25,-0.25,0.0,0,-0.000278446906567531,1.1054584382138577,-0.005474458867731347
2024-01-02 23:00:00+00:00,45018.7,-0.25,-0.25,0.0,0,-6.664785755505775e-05,1.1053847642324683,-0.005540739655570892
2024-01-02 23:15:00+00:00,44999.1,-0.25,-0.25,0.0,0,0.00010886735906545653,1.1055051111033056,-0.005432469608768975
2024-01-02 23:30:00+00:00,44860.8,-0.25,-0.25,0.0,0,0.0007695318445590793,1.1063561599032012,-0.004666823665884223
2024-01-02 23:45:00+00:00,44979.8,-0.25,-0.25,0.0,0,-0.0006622844771433378,1.1056236799741221,-0.005325799139455967
2024-01-03 00:00:00+00:00,45042.3,-0.25,-0.25,0.0,0,-0.00034713703658306727,1.1052399436546778,-0.005671027469671741
2024-01-03 00:15:00+00:00,44929.2,-0.25,-0.25,0.0,0,0.0006285326996549045,1.1059348414603496,-0.0050458627485683305
2024-01-03 00:30:00+00:00,45188.1,-0.25,-0.25,0.0,0,-0.0014364650976910198,1.104347345124785,-0.006474053621780995
2024-01-03 00:45:00+00:00,45168.1,-0.25,-0.25,0.0,0,0.00011067309341594722,1.1044695734252428,-0.006364090947063916
2024-01-03 01:00:00+00:00,45215.5,-0.25,-0.25,0.0,0,-0.0002622157357388133,1.1041800020901855,-0.006624603761240411
2024-01-03 01:15:00+00:00,45189.9,-0.25,-0.25,0.0,0,0.00014158446665923918,1.1043363478946848,-0.006483947278419833
2024-01-03 01:30:00+00:00,45273.5,-0.25,-0.25,0.0,0,-0.0004620654529823298,1.1038261900920747,-0.006942910679634151
2024-01-03 01:45:00+00:00,45347.8,-0.25,-0.25,0.0,0,-0.00040994786351999934,1.1033737716440732,-0.007349928877933731
2024-01-03 02:00:00+00:00,45312.1,-0.25,-0.25,0.0,0,0.00019688970451792187,1.1035910359677974,-0.007154467057162273
2024-01-03 02:15:00+00:00,45353.0,-0.25,-0.25,0.0,0,-0.0002255553833525603,1.1033421431392292,-0.0073783834582308305
2024-01-03 02:30:00+00:00,45307.3,-0.25,-0.25,0.0,0,0.0002520397785508166,1.103620264295977,-0.0071281717954914114
2024-01-03 02:45:00+00:00,45312.7,-0.25,-0.25,0.0,0,-2.9794747331557403e-05,1.103587382698904,-0.007157753720050231
2024-01-03 03:00:00+00:00,45312.8,-0.25,-0.25,0.0,0,-5.517210941441419e-07,1.1035867738266336,-0.007158301491909658
2024-01-03 03:15:00+00:00,45266.6,-0.25,-0.25,0.0,0,0.00025502489532014394,1.1038682518185277,-0.006905069852864432
2024-01-03 03:30:00+00:00,45236.9,-0.25,-0.25,0.0,0,0.00016408205796558661,1.104049391653501,-0.006742107423730936
2024-01-03 03:45:00+00:00,45297.8,-0.25,-0.25,0.0,0,-0.00033633517969056115,1.1036781234417523,-0.007076118822468946
2024-01-03 04:00:00+00:00,45259.0,-0.25,-0.25,0.0,0,0.00021423019792132791,1.103914589952808,-0.006863381756345266
2024-01-03 04:15:00+00:00,45238.3,-0.25,-0.25,0.0,0,0.00011436805496423119,1.1040408497372127,-0.006749792157616175
2024-01-03 04:30:00+00:00,45192.5,-0.25,-0.25,0.0,0,0.00025323232745932955,1.1043204639733897,-0.006498237246161165
2024-01-03 04:45:00+00:00,45218.8,-0.25,-0.25,0.0,0,-0.00014544642507008376,1.1041598561899701,-0.006642728017766664
2024-01-03 05:00:00+00:00,45267.8,-0.25,-0.25,0.0,0,-0.0002707583486922793,1.1038609361599887,-0.0069116513841239735
2024-01-03 05:15:00+00:00,45324.5,-0.25,-0.25,0.0,0,-0.00031294054463604226,1.1035155473633222,-0.00722238037042644
2024-01-03 05:30:00+00:00,45264.7,-0.25,-0.25,0.0,0,0.00033006146806791037,1.1038798354403423,-0.006894648648995361
2024-01-03 05:45:00+00:00,45200.0,-0.25,-0.25,0.0,0,0.0003575981075019108,1.1042746513689123,-0.006539452549860991
2024-01-03 06:00:00+00:00,45232.6,-0.25,-0.25,0.0,0,-0.0001802447425602871,1.1040756296055128,-0.006718502453593067
2024-01-03 06:15:00+00:00,45318.3,-0.25,-0.25,0.0,0,-0.0004732146537911319,1.1035532884381845,-0.007188426617302235
2024-01-03 06:30:00+00:00,45288.0,-0.25,-0.25,0.0,0,0.00016720692230842715,1.1037378256146642,-0.0070224077703213705
2024-01-03 06:45:00+00:00,45362.7,-0.25,-0.25,0.0,0,-0.00041202118079741723,1.1032831559256668,-0.007431451297292058
2024-01-03 07:00:00+00:00,45379.4,-0.25,-0.25,0.0,0,-9.201903079469886e-05,1.1031816375498493,-0.0075227822909818
2024-01-03 07:15:00+00:00,45390.0,-0.25,-0.25,0.0,0,-5.838972191174463e-05,1.1031172249613497,-0.007580731067904467
2024-01-03 07:30:00+00:00,45174.9,-0.25,-0.25,0.0,0,0.001187548401563987,1.1044280082138216,-0.006401485084149505
2024-01-03 07:45:00+00:00,45030.4,-0.25,-0.25,0.0,0,0.0008009514052949029,1.105312955731717,-0.0056053421639954415
2024-01-03 08:00:00+00:00,45089.5,-0.25,-0.25,0.0,0,-0.00032789654933162993,1.1049505868406022,-0.005931347290074718
2024-01-03 08:15:00+00:00,45190.3,-0.25,-0.25,0.0,0,-0.000558264649938689,1.1043339041401323,-0.006486145801887333
2024-01-03 08:30:00+00:00,45084.8,-0.25,-0.25,0.0,0,0.0005843252902999474,1.1049793829356835,-0.005905440886854851
2024-01-03 08:45:00+00:00,45224.1,-0.25,-0.25,0.0,0,-0.0007712424272523499,1.104127504498947,-0.006671833212416378
